,ticker,name,sector,date,signal,score,confidence,target_return,pattern_type,experts,reasons
1,028050,삼성E&A,기타,2026-05-11,BUY,0.675,0.75,0.07,강한 상승 모멘텀 성장주,"['growth', 'theme']","['삼성E&A는 강한 상승 추세와 긍정적인 기술적 지표를 보이며, 유사 패턴 분석 결과 높은 확률로 추가 상승이 기대됩니다. 특히 ADX가 55로 매우 강한 추세를 나타내고 있어 모멘텀이 지속될 가능성이 높습니다. 비록 최근 공시/뉴스는 없지만, 이는 시장의 자연스러운 흐름에 의한 상승으로 해석될 수 있습니다. 유사 사례들의 평균 5일 수익률이 6.9%로 양호하며, 특히 ADX가 높은 사례(한화오션)에서 7.4%의 수익률을 보인 점을 감안할 때, 삼성E&A 역시 추가 상승 여력이 충분하다고 판단됩니다.', '삼성E&A는 강한 상승 추세와 MACD 골든크로스, RSI 강세 등 기술적 지표가 긍정적이며, 유사 패턴 사례들의 평균 5일 수익률이 양호하여 단기 추가 상승 여력이 기대됩니다. 다만, 현재 특별한 정책/이슈 모멘텀이 부재하고 높은 변동성은 리스크 요인입니다.']"
2,001740,SK네트웍스,기타,2026-05-11,BUY,0.63,0.7,0.08,강한 상승 모멘텀 성장주,"['growth', 'theme']","['SK네트웍스는 강한 상승 추세와 긍정적인 기술적 지표를 보이며, 유사 패턴 분석 결과에서도 높은 수익률을 기록한 사례가 다수 존재하여 추가 상승 모멘텀이 기대됩니다.', '강한 상승 추세와 MACD 골든크로스, MFI 강세 등 긍정적 지표가 많으나, 볼린저밴드 하단대 위치와 유사 패턴 중 하락 사례를 고려하여 단기 변동성에 유의하며 접근해야 합니다.']"
3,420770,기가비스,기타,2026-05-11,BUY,0.63,0.7,0.08,강한 상승 모멘텀 성장주,"['growth', 'theme']","['강한 상승 추세와 긍정적인 기술적 지표, 그리고 유사 패턴 분석 결과에서 높은 수익률을 보인 사례들이 다수 존재하여 추가 상승 여력이 기대됩니다.', '기가비스는 강한 상승 추세와 MACD 골든크로스, RSI 강세 등 긍정적인 기술적 지표를 보이며, 유사 사례 분석 시 단기 추가 상승 가능성이 높습니다. 다만, 특정 정책/이슈 모멘텀이 부재하여 단기적인 기술적 흐름에 집중해야 합니다. 20일 이동평균선 이탈 시 손절을 고려해야 합니다.']"
4,403870,HPSP,기타,2026-05-11,BUY,0.616,0.7,0.07500000000000001,강한 상승 모멘텀 성장주,"['growth', 'theme']","['HPSP는 강한 상승 추세와 긍정적인 기술적 지표를 보이며, 반도체 섹터의 성장 모멘텀을 바탕으로 추가 상승 여력이 충분하다고 판단됩니다.', 'HPSP는 고압 수소 어닐링 장비 독점 기술을 보유한 반도체 전공정 핵심 기업으로, AI 반도체 수요 증가 및 고대역폭 메모리(HBM) 시장 성장에 따른 직접적인 수혜가 예상됩니다. 현재 강한 상승 추세와 MACD 골든크로스 등 긍정적인 기술적 지표를 보이며, RSI가 64로 과열권 진입 전이지만 상승 여력이 충분합니다. 유사 패턴 분석 결과 긍정적인 수익률 사례가 다수 존재하며, 특히 에이피알 사례와 같이 볼린저밴드 상단 진입 시 추가적인 급등 가능성도 배제할 수 없습니다. 다만, MFI가 80으로 자금 유입이 활발하나, 역사적 변동성이 높은 점은 유의해야 합니다. 현재까지 특별한 공시나 뉴스는 없으나, 반도체 업황 개선 기대감과 AI 관련 테마의 지속적인 강세 속에서 중기적 관점의 상승 여력이 있다고 판단됩니다. 손절선은 MA20 이탈 시 고려하는 것이 좋습니다.']"
5,222080,씨아이에스,기타,2026-05-11,BUY,0.616,0.7,0.08,단기 조정 후 재상승 기대 성장주,"['theme', 'growth']","['씨아이에스는 단기 상승 추세 속 볼린저 하단대 위치 및 MACD 골든크로스 발생으로 기술적 반등 가능성이 높으며, 유사 패턴 분석 결과 긍정적인 단기 수익률 사례가 다수 확인되나, 거래량 급감과 공시 부재는 단기 모멘텀에 대한 주의를 요합니다.', '씨아이에스는 2차전지 섹터의 성장 모멘텀을 바탕으로 단기 상승 추세를 유지하고 있으며, MACD 골든크로스와 볼린저밴드 하단대 진입은 기술적 반등 가능성을 시사합니다. 유사 패턴 분석 결과도 긍정적인 흐름을 보였으나, 거래량 급감은 단기적인 변동성을 키울 수 있습니다.']"
6,373220,LG에너지솔루션,기타,2026-05-11,BUY,0.616,0.7,0.05,단기 상승 모멘텀 성장주,"['growth', 'theme']","['LG에너지솔루션은 단기 상승 추세와 MACD 골든크로스로 주가 모멘텀이 긍정적이며, 유사 과거 패턴 분석 결과도 단기 상승 가능성을 시사합니다. 2차전지 섹터는 장기적인 성장성을 보유하고 있어, 현재의 기술적 지표와 과거 패턴을 고려할 때 단기적인 상승 여력이 있다고 판단됩니다.', 'LG에너지솔루션은 단기 상승 추세에 있으며, MACD 골든크로스 및 중립적인 RSI로 추가 상승 여력이 존재합니다. 유사 과거 패턴 분석 결과, 긍정적인 5일 수익률을 보인 사례가 다수 확인되어 단기적인 모멘텀을 기대할 수 있습니다. 다만, 현재 특별한 정책/이슈 모멘텀이 부재하여 테마주로서의 강한 급등보다는 시장 전반의 2차전지 섹터 분위기에 영향을 받을 것으로 예상됩니다. 볼린저 밴드 하단대 진입은 단기 반등 가능성을 시사하지만, 역사적 변동성이 높아 급격한 주가 변동에 유의해야 합니다. 단기 과열 징후는 없으며, 테마 사이클은 현재 특별한 이슈가 없어 중립적인 위치로 판단됩니다. 손절선은 최근 20일 이동평균선 이탈 시 고려하는 것이 합리적입니다.']"
7,036460,한국가스공사,기타,2026-05-11,BUY,0.595,0.7,0.05,단기 하락 후 반등 기대,"['crisis', 'theme']","['단기 하락 추세이나 MACD 골든크로스 및 볼린저밴드 하단대 진입으로 기술적 반등 가능성이 높으며, 유사 사례 분석 결과 반등 패턴이 우세함.', '한국가스공사는 현재 단기 하락 추세이나 MACD 골든크로스 및 볼린저 하단대 진입으로 기술적 반등 가능성이 높으며, 유사 패턴 사례들이 긍정적인 단기 수익률을 보였음. 정책 수혜 기대감은 아직 구체화되지 않았으나, 에너지 관련 이슈 발생 시 직접적인 수혜가 예상됨.']"
8,023590,다우기술,기타,2026-05-11,BUY,0.595,0.7,0.05,단기하락 후 반등 기대,"['crisis', 'value']","['다우기술은 단기 하락 추세이나, MACD 골든크로스와 볼린저밴드 하단대 진입으로 기술적 반등 가능성이 높습니다. 유사 사례 분석 결과, 5일 이내 반등한 경우가 많아 단기적인 매수 관점이 유효합니다.', '다우기술은 MACD 골든크로스 및 볼린저밴드 하단대 진입으로 기술적 반등 가능성이 높으며, 유사 패턴 분석 결과 긍정적인 수익률 사례가 다수 확인됩니다. 다만, 가치주로서의 밸류에이션 매력 및 저평가 해소 촉매제는 추가 확인이 필요합니다.']"
9,124500,아이티센글로벌,기타,2026-05-11,BUY,0.595,0.7,0.07,단기 상승 모멘텀 성장주,"['growth', 'theme']","['아이티센글로벌은 단기 상승 추세와 MACD 골든크로스로 주가 모멘텀이 긍정적이며, 볼린저밴드 하단대 위치는 추가 상승 여력을 시사합니다. 유사 패턴 분석 결과 평균 5일 수익률이 7%대로 양호하며, 특히 과거 아이티센글로벌의 유사 패턴에서 21.6%의 높은 수익률을 기록한 사례가 있어 성장주로서의 잠재력이 돋보입니다. 다만, 역사적 변동성이 높은 점은 유의해야 합니다.', 'MACD 골든크로스 및 단기 상승 추세 유지, 볼린저 하단대 위치로 추가 상승 여력 존재하며, 유사 패턴 분석 시 긍정적 수익률 기대. 다만, 명확한 테마 부재는 리스크 요인.']"
10,214150,클래시스,기타,2026-05-11,BUY,0.595,0.7,0.08499999999999999,단기 반등 기대 성장주,"['growth', 'theme']","['클래시스는 MACD 골든크로스 및 상승세로 주가 모멘텀 전환 기대, 유사 패턴에서 높은 수익률을 보였으며, 미용 의료기기 섹터의 꾸준한 성장성이 긍정적입니다.', '클래시스는 현재 단기 하락 추세이나, MACD 골든크로스 및 유사 패턴 분석 결과 높은 확률로 단기 반등 가능성이 있으며, 과열되지 않은 상태로 매수 접근이 유효합니다. 다만, 명확한 정책/이슈 모멘텀이 부재하여 상승폭은 제한적일 수 있습니다.']"
11,204270,제이앤티씨,기타,2026-05-11,BUY,0.5940000000000001,0.675,0.07500000000000001,강한 상승 모멘텀 성장주,"['growth', 'theme']","['제이앤티씨는 강한 상승 추세와 긍정적인 기술적 지표를 보이며, 유사 사례 분석 시 단기 추가 상승 가능성이 높습니다. 특히, 성장주 관점에서 실적 모멘텀이 확인된다면 더욱 매력적입니다.', '강한 상승 추세와 MACD 골든크로스, 급증한 거래량은 긍정적이나, 명확한 테마 이슈 부재로 단기적 접근이 필요하며, 유사 패턴 분석 결과 단기 상승 여력은 있으나 하락 전환 가능성도 상존함. 손절선은 MA20 지지선 이탈 시점으로 설정.']"
12,323280,태성,기타,2026-05-11,BUY,0.5940000000000001,0.675,0.07500000000000001,강한 상승 추세 속 단기 조정 후 재상승 기대,"['growth', 'theme']","['태성은 강한 상승 추세와 MACD 골든크로스를 유지하며 주가 모멘텀이 긍정적이며, 유사 패턴 분석 결과 높은 수익률을 기록한 사례가 다수 존재하여 추가 상승 여력이 기대됩니다.', '강한 상승 추세와 MACD 골든크로스 유지, 높은 역사적 변동성으로 단기 반등 기대. 다만, 최근 5일 수익률 하락과 볼린저밴드 하단대 위치는 단기 조정 가능성을 내포함.']"
13,047040,대우건설,기타,2026-05-11,BUY,0.5940000000000001,0.675,0.07500000000000001,단기 조정 후 재상승 시도 성장주,"['growth', 'theme']","['단기 조정 후 MACD 골든크로스 및 RSI 강세 유지로 반등 가능성이 높으며, 유사 패턴에서 긍정적 수익률 사례가 다수 존재합니다.', '대우건설은 단기 상승 추세와 MACD 골든크로스, RSI 강세 등 긍정적 지표를 보이며, 유사 패턴 사례에서 높은 수익률을 기록한 경우가 많아 단기 상승 여력이 있다고 판단되나, 거래량 급감과 모멘텀 부재는 리스크 요인입니다.']"
14,052020,에스티큐브,기타,2026-05-11,BUY,0.57375,0.675,0.07500000000000001,단기 모멘텀 성장주,"['theme', 'growth']","['MACD 골든크로스 및 볼린저밴드 하단 접근으로 기술적 반등 기대, 유사 패턴 중 상승 사례가 더 많으나 명확한 테마 부재로 단기 접근 필요.', 'MACD 골든크로스 및 상승세 유지, RSI 중립 구간으로 상승 여력 존재, 유사 패턴에서 긍정적 수익률 사례 다수.']"
15,064350,현대로템,기타,2026-05-11,BUY,0.57375,0.675,0.07500000000000001,단기 급락 후 반등 기대,"['crisis', 'theme']","['현대로템은 단기 급락에도 불구하고 MACD 골든크로스 및 볼린저밴드 하단대 진입으로 기술적 반등 가능성이 높으며, 유사 과거 패턴에서도 긍정적인 회복 사례가 다수 관찰됩니다.', '현대로템은 단기 하락 추세이나 MACD 골든크로스 및 볼린저 하단대 진입으로 기술적 반등 가능성이 높으며, 유사 패턴 사례에서 긍정적인 수익률을 보인 경우가 많아 단기 매수 관점 유효. 다만, 명확한 테마 모멘텀 부재는 리스크 요인.']"
16,079550,LIG디펜스앤에어로스페이스,기타,2026-05-11,BUY,0.5249999999999999,0.7,0.095,단기 하락 후 반등 기대,"['crisis', 'theme']","['LIG디펜스앤아에로스페이스는 단기 하락 추세에도 불구하고 MACD 골든크로스 및 유사 패턴 분석 결과 높은 반등 가능성을 보이며, 현재 RSI 중립으로 추가 하락 압력은 제한적입니다.', 'LIG디펜스앤에어로스페이스는 현재 단기 하락 추세이나, MACD 골든크로스 및 유사 패턴 분석 결과 긍정적인 단기 반등 가능성이 높습니다. 특히, 방산 섹터는 지정학적 이슈 발생 시 강력한 모멘텀을 받을 수 있으며, 현재 RSI와 볼린저 밴드 지표는 과열되지 않은 상태로 추가 상승 여력이 있습니다. 다만, 최근 5일 수익률이 마이너스인 점과 유사 패턴 중 일부 하락 사례가 있어 단기 변동성에 유의해야 합니다.']"
17,237690,에스티팜,기타,2026-05-11,BUY,0.5062500000000001,0.675,0.07,단기 하락 후 반등 기대,"['crisis', 'theme']","['단기 하락 추세이나 MACD 골든크로스 및 볼린저밴드 하단 지지, 유사 사례 다수에서 반등 패턴 확인으로 단기 반등 가능성이 높음.', '현재 종목은 단기 하락 추세이나 MACD 골든크로스 및 볼린저 하단대 진입으로 기술적 반등 가능성이 높으며, 유사 패턴 분석 결과 긍정적인 수익률 사례가 다수 확인됩니다. 다만, 명확한 정책/이슈 모멘텀이 부재하여 단기 기술적 반등에 초점을 맞춘 접근이 필요합니다. 손절선은 MA20 대비 -5% 이탈 시 설정하는 것을 권고합니다.']"
18,281740,레이크머티리얼즈,기타,2026-05-11,BUY,0.5062500000000001,0.675,0.060000000000000005,단기 하락 후 반등 기대,"['crisis', 'theme']","['단기 하락 추세이나 MACD 골든크로스 및 볼린저 하단대 진입으로 기술적 반등 가능성이 높으며, 유사 사례들이 대부분 긍정적인 회복 패턴을 보임.', 'MACD 골든크로스 및 볼린저 하단대 위치로 단기 반등 기대, 유사 패턴 중 긍정적 사례 다수.']"
19,104830,원익머트리얼즈,기타,2026-05-11,BUY,0.48750000000000004,0.65,0.07,단기 변동성 확대 및 상승 모멘텀 기대,"['growth', 'theme']","['원익머트리얼즈는 단기 하락 추세에도 불구하고 MACD 골든크로스와 볼린저 하단대 진입으로 기술적 반등 가능성이 높으며, 유사 패턴 중 높은 수익률을 보인 사례들이 존재합니다. 반도체 섹터의 성장 모멘텀을 고려할 때, 현재 가격대는 매력적인 진입 구간으로 판단됩니다.', '원익머트리얼즈는 현재 명확한 정책/이슈 모멘텀은 부재하나, MACD 골든크로스 및 볼린저 하단대 위치는 단기 반등 가능성을 시사합니다. 유사 패턴 중 긍정적인 수익률 사례가 다수 존재하며, 특히 볼린저 하단대에서 반등했던 사례(사례5)는 높은 수익률을 기록했습니다. 다만, 명확한 테마 부재와 단기 하락 추세는 리스크 요인으로 작용할 수 있습니다. 손절선은 MA20 대비 -3% 이탈 시 고려하는 것이 좋습니다.']"
20,042700,한미반도체,기타,2026-05-11,BUY,0.315,0.675,0.065,강한 상승 추세의 모멘텀 성장주,"['growth', 'theme']","['한미반도체는 강한 상승 추세와 MACD 골든크로스로 주가 모멘텀이 매우 강하며, AI 반도체 섹터의 구조적 성장에 힘입어 실적 모멘텀이 지속될 것으로 예상되나, 과매수 구간 진입에 따른 단기 변동성 확대 가능성은 존재합니다.', '한미반도체는 강한 상승 추세를 유지하고 있으나, RSI 과매수 구간 진입 및 볼린저밴드 상단대 위치로 단기 과열 양상이 뚜렷합니다. 유사 패턴 분석 결과 상승 여력은 존재하나, 하락 전환 가능성도 배제할 수 없어 신중한 접근이 필요합니다. 현재로서는 추가적인 상승 모멘텀을 확인하기 전까지는 보유 관점을 유지하며, 단기 급등에 따른 차익실현 매물 출회에 대비해야 합니다.']"
