,ticker,name,sector,date,signal,score,confidence,target_return,pattern_type,experts,reasons
1,327260,RF머트리얼즈,기타,2026-05-13,BUY,0.675,0.75,0.07,강한 상승 모멘텀 성장주,"['growth', 'theme']","['RF머트리얼즈는 강한 상승 추세와 긍정적인 기술적 지표(RSI, MACD)를 보이며, 유사 패턴 분석 결과 높은 확률로 추가 상승이 기대됩니다. 비록 섹터 성장성에 대한 직접적인 정보는 없으나, 전반적인 시장의 성장주 선호 심리와 맞물려 단기적인 주가 모멘텀이 지속될 것으로 판단됩니다.', 'RF머트리얼즈는 강한 상승 추세와 MACD 골든크로스, ADX 42의 강력한 추세 강도를 보이며, 유사 패턴 분석 결과 5일 평균 +5.98%의 양호한 수익률을 기대할 수 있습니다. 다만, 현재 특별한 정책/이슈 모멘텀이 부재하고 높은 변동성을 감안하여 단기적인 접근이 필요합니다. RSI 67로 아직 과열권은 아니지만, 추가 상승 시 과열될 수 있으므로 주의가 필요합니다. 손절선은 MA20 이탈 시로 설정하는 것이 합리적입니다.']"
2,098460,고영,기타,2026-05-13,BUY,0.675,0.75,0.08499999999999999,강력한 상승 모멘텀 성장주,"['growth', 'theme']","['강력한 주가 모멘텀과 유사 패턴의 높은 수익률 기대, AI 반도체 검사 장비 수요 증가에 따른 실적 모멘텀 기대.', '고영은 강한 상승 추세와 긍정적인 기술적 지표를 보이며, 유사 패턴 사례들이 단기적으로 양호한 수익률을 기록했으나, 단기 과열 징후와 공시/뉴스 부재로 인한 모멘텀 확인이 필요합니다. 다만, AI 반도체 관련 장비 수요 증가 기대감은 여전히 유효합니다.']"
3,096530,씨젠,기타,2026-05-13,BUY,0.6525,0.725,0.07500000000000001,강한 상승 모멘텀 성장주,"['growth', 'theme']","['씨젠은 강한 상승 추세와 긍정적인 기술적 지표(RSI, MACD)를 보이며, 유사 패턴 분석 결과 단기 상승 가능성이 높습니다. 다만, 과거 패턴 중 일부는 단기 하락을 보였으므로 주의가 필요합니다.', '씨젠은 강한 상승 추세와 MACD 골든크로스로 긍정적인 기술적 흐름을 보이며, 유사 패턴 분석 결과 단기 상승 가능성이 높으나, 명확한 이슈 부재와 과열권 진입 우려로 단기적 접근이 필요합니다. 손절선은 MA20 지지선 이탈 시로 설정합니다.']"
4,082920,비츠로셀,기타,2026-05-13,BUY,0.63,0.7,0.08,강한 상승 모멘텀 성장주,"['growth', 'theme']","['비츠로셀은 강한 상승 추세와 긍정적인 기술적 지표(RSI, MACD)를 보이며, 유사 과거 패턴 분석 결과 단기 추가 상승 여력이 높은 것으로 판단됩니다. 다만, 단기 급등에 따른 변동성 확대 가능성은 존재합니다.', '강한 상승 추세와 MACD 골든크로스 등 기술적 지표가 긍정적이며, 유사 패턴 중 높은 수익률 사례가 다수 존재하나, 단기 급등에 따른 조정 가능성도 상존하여 보수적인 접근이 필요합니다. 현재 특별한 정책/이슈 모멘텀은 확인되지 않으므로, 순수 기술적 분석에 기반한 단기 트레이딩 관점입니다. RSI가 68로 과열권 진입 직전이며, 역사적 변동성이 90.3%로 매우 높아 변동성 확대에 유의해야 합니다. 테마 사이클은 현재 모멘텀이 부재하여 중기보다는 단기적인 관점에서 접근하며, 급등 후 조정 가능성을 염두에 두어야 합니다. 손절선은 MA20 이탈 시 또는 현재가 대비 -5%로 설정합니다.']"
5,067310,하나마이크론,기타,2026-05-13,BUY,0.63,0.7,0.15,강한 상승 모멘텀 성장주,"['growth', 'theme']","['하나마이크론은 강한 상승 추세와 긍정적인 기술적 지표를 보이며, 반도체 섹터의 성장 모멘텀을 바탕으로 추가 상승 여력이 충분합니다. 유사 패턴 분석 결과에서도 높은 수익률을 기록한 사례들이 다수 존재합니다.', '하나마이크론은 강한 상승 추세와 MACD 골든크로스로 긍정적인 기술적 지표를 보이며, 유사 패턴 사례 중 높은 수익률을 기록한 경우가 많아 단기 추가 상승 여력이 충분하다고 판단됩니다. 특히, 반도체 후공정 및 패키징 관련 기업으로, 최근 AI 반도체 수요 증가와 정부의 반도체 산업 지원 정책 기조에 따라 간접적인 수혜를 기대할 수 있습니다. 다만, RSI가 65로 과열권에 근접하고 있어 단기적인 변동성 확대에 유의해야 합니다. 손절선은 최근 5일 저점 또는 MA20 지지선 이탈 시로 설정하는 것이 바람직합니다.']"
6,005490,POSCO홀딩스,기타,2026-05-13,BUY,0.63,0.7,0.11499999999999999,강한 상승 모멘텀 지속,"['growth', 'theme']","['POSCO홀딩스는 강한 상승 추세와 MACD 골든크로스로 주가 모멘텀이 긍정적이나, 볼린저밴드 하단대 위치와 최근 5일 수익률 하락은 단기 변동성을 시사하며, 성장주 관점에서는 섹터 성장성이 부족하지만 유사 패턴 중 높은 수익률을 보인 사례들이 존재하여 단기 반등 가능성이 높다고 판단됩니다.', 'POSCO홀딩스는 강한 상승 추세와 MACD 골든크로스를 유지하고 있으며, RSI는 과열권이 아니면서도 강세를 나타내고 있어 단기 조정 후 재상승 여력이 충분하다고 판단됩니다. 볼린저밴드 하단대 진입은 단기 반등의 기회가 될 수 있습니다. 다만, 명확한 정책/이슈 모멘텀이 부재한 점은 리스크 요인입니다. 유사 패턴 중 긍정적인 사례들이 다수 존재하여 단기적인 상승 가능성에 무게를 둡니다. 손절선은 MA20 이탈 시점으로 설정합니다.']"
7,011210,현대위아,기타,2026-05-13,BUY,0.63,0.7,0.15,강력한 상승 모멘텀 성장주,"['growth', 'theme']","['강력한 주가 모멘텀과 긍정적인 기술적 지표가 유사 패턴의 높은 수익률 사례와 부합하며, 단기 상승 여력이 충분하다고 판단됩니다.', '강한 상승 추세와 MACD 골든크로스, 급증한 거래량은 긍정적이나, 명확한 테마 부재와 RSI 70 근접은 단기 과열 우려를 동반합니다. 유사 패턴의 평균 수익률은 높지만, 개별 사례의 편차가 커 단기적 접근이 필요합니다.']"
8,192820,코스맥스,기타,2026-05-13,BUY,0.63,0.7,0.07,단기 급락 후 반등 시도,['crisis'],"['코스맥스는 단기 급락 후 볼린저밴드 하단에 접근하며 과매도 구간에 진입했고, MACD 골든크로스 발생 및 폭발적인 거래량 급증은 단기 반등 가능성을 시사합니다. 유사 과거 패턴에서도 급락 후 긍정적인 반등 사례가 다수 확인됩니다.']"
9,033100,제룡전기,기타,2026-05-13,BUY,0.616,0.7,0.15,강한 상승 추세의 성장 모멘텀,"['growth', 'theme']","['강한 상승 추세와 MACD 골든크로스, 볼린저 하단대 위치는 긍정적이나, 5일 수익률이 마이너스인 점은 단기 변동성을 시사합니다. 유사 사례 중 높은 수익률을 보인 사례들이 존재하며, 특히 볼린저 하단대에서 반등 가능성이 높습니다. 다만, 유사 사례 중 마이너스 수익률을 기록한 경우도 있어 신중한 접근이 필요합니다.', '제룡전기는 강한 상승 추세와 MACD 골든크로스로 긍정적인 기술적 흐름을 보이며, RSI가 중립 수준으로 단기 과열 부담이 적습니다. 유사 패턴 중 높은 수익률을 기록한 사례들이 존재하며, 볼린저밴드 하단대 위치는 추가 상승 여력을 시사합니다. 다만, 최근 5일간의 단기 하락과 정책/이슈 모멘텀 부재는 리스크 요인으로 작용할 수 있습니다.']"
10,232140,와이씨,기타,2026-05-13,BUY,0.595,0.7,0.07,단기 급락 후 기술적 반등 기대,"['crisis', 'theme']","['와이씨는 단기 급락에도 불구하고 MACD 골든크로스 및 볼린저밴드 하단대 진입으로 기술적 반등 가능성이 높으며, 유사 사례 분석 결과 긍정적인 회복 패턴이 다수 관찰됩니다.', '단기 급락 후 볼린저밴드 하단대 진입 및 MACD 골든크로스 발생으로 기술적 반등 가능성이 높으며, 유사 패턴 분석 결과 긍정적 수익률 사례가 다수 확인됩니다. 다만, 명확한 테마 모멘텀 부재는 단기 상승폭을 제한할 수 있습니다.']"
11,089890,코세스,기타,2026-05-13,BUY,0.57375,0.675,0.07500000000000001,단기 모멘텀 성장주,"['theme', 'growth']","['코세스는 강한 상승 추세와 MACD 골든크로스/상승세로 긍정적인 기술적 흐름을 보이며, 유사 패턴 분석 결과 상승 확률이 높으나, 최근 5일간의 조정과 명확한 테마 부재는 단기 변동성을 키울 수 있습니다. 손절선은 MA20 지지선 이탈 시로 설정합니다.', '강한 상승 추세와 MACD 골든크로스 유지, 유사 패턴 분석 시 긍정적 수익률 사례가 다수 존재하며, 반도체 섹터의 성장 모멘텀을 고려할 때 추가 상승 여력 기대.']"
12,443060,HD현대마린솔루션,기타,2026-05-13,BUY,0.57375,0.675,0.07,단기 하락 후 반등 기대 성장주,"['theme', 'growth']","['HD현대마린솔루션은 단기 하락 추세이나 MACD 골든크로스 및 볼린저 하단대 진입으로 기술적 반등 가능성이 높으며, 유사 패턴 분석 결과 긍정적 수익률 사례가 다수 확인되어 단기 매수 관점 유효. 다만, 최근 5일간 하락세와 높은 역사적 변동성은 리스크 요인.', 'HD현대마린솔루션은 단기 하락 추세에도 불구하고 MACD 골든크로스와 볼린저 하단대 진입으로 기술적 반등 가능성이 높으며, 유사 패턴 분석 결과 긍정적인 수익률을 보인 사례가 다수 존재합니다. 다만, 높은 변동성과 단기 하락 추세 지속 가능성은 리스크 요인으로 작용할 수 있습니다.']"
