,ticker,name,sector,date,signal,score,confidence,target_return,pattern_type,experts,reasons
1,011790,SKC,기타,2026-05-04,BUY,0.6525,0.725,0.07500000000000001,강한 상승 모멘텀 성장주,"['growth', 'theme']","['SKC는 강한 상승 추세와 긍정적인 기술적 지표를 보이며, 유사 과거 패턴 분석 결과 높은 확률로 추가 상승이 기대됩니다. 특히, 동종목의 과거 유사 패턴에서 20% 이상의 급등 사례가 있어 성장주 관점에서 매력적입니다. 다만, 단기 급등에 따른 차익실현 매물 출현 가능성은 존재합니다.', 'SKC는 강한 상승 추세와 MACD 골든크로스 등 긍정적인 기술적 지표를 보이며, 유사 과거 패턴 분석 결과 단기 상승 가능성이 높게 나타났습니다. 다만, 명확한 테마 모멘텀 부재와 단기 과열 가능성은 리스크 요인으로 작용할 수 있습니다. 유사 사례 중 011790 SKC의 과거 패턴에서 5일 후 +21.9%의 높은 수익률을 기록한 사례가 있어, 단기적인 추가 상승 여력이 있을 것으로 판단됩니다. 손절선은 최근 5일 저점인 105,000원으로 설정합니다.']"
2,037460,삼지전자,기타,2026-05-04,BUY,0.63,0.7,0.07,강한 상승 모멘텀 성장주,"['growth', 'theme']","['강한 상승 추세와 긍정적인 기술적 지표가 유지되고 있으며, 유사 패턴 분석 결과 상승 가능성이 높음.', '강한 상승 추세와 MACD 골든크로스, 유사 패턴의 긍정적 결과가 많아 추가 상승 여력 기대. 다만, 최근 5일 수익률이 낮고 볼린저밴드 상단에 근접하여 단기 조정 가능성도 존재.']"
3,028050,삼성E&A,기타,2026-05-04,BUY,0.616,0.7,0.08,강한 상승 모멘텀 지속,"['growth', 'theme']","['강력한 주가 모멘텀과 긍정적인 기술적 지표가 유사 패턴의 상승 사례들과 일치하며 추가 상승 여력이 기대됩니다.', '강한 상승 추세와 MACD 골든크로스, 높은 ADX 지표는 긍정적이나, RSI 70에 근접하여 단기 과열 가능성도 상존하며, 명확한 정책/이슈 모멘텀이 부재하여 유사 패턴 분석에 의존한 단기 트레이딩 관점 접근이 유효합니다. 손절선은 MA20 이탈 시점으로 설정합니다.']"
4,000100,유한양행,기타,2026-05-04,BUY,0.616,0.7,0.05,단기 급락 후 반등 기대,['crisis'],"['유한양행은 단기 하락 추세이나, RSI와 볼린저밴드 하단대 진입으로 과매도 구간에 근접했으며, 유사 과거 패턴들이 높은 확률로 단기 반등을 보였음. 거래량 증가는 바닥권에서의 매수 유입 가능성을 시사하며, 구조적 악재 부재로 일시적 하락으로 판단됨.']"
5,204320,HL만도,기타,2026-05-04,BUY,0.616,0.7,0.07500000000000001,강한 상승 모멘텀 지속,"['growth', 'theme']","['HL만도는 강한 상승 추세와 긍정적인 기술적 지표를 보이며, 유사 사례 분석 결과 상승 가능성이 높지만, 단기 과열에 대한 주의가 필요합니다.', 'HL만도는 강한 상승 추세와 긍정적인 기술적 지표를 보이며, 유사 패턴 사례들이 전반적으로 양호한 5일 수익률을 나타내고 있으나, 명확한 정책/이슈 모멘텀 부재와 단기 과열 징후가 있어 보수적인 접근이 필요합니다. 다만, MACD 골든크로스 유지 및 ADX 25로 추세 강도가 살아있어 추가 상승 여력은 존재합니다. 손절선은 MA20 지지선 이탈 시로 설정합니다.']"
6,214150,클래시스,기타,2026-05-04,BUY,0.616,0.7,0.08,단기 상승 모멘텀 성장주,"['growth', 'theme']","['클래시스는 단기 하락에도 불구하고 MACD 골든크로스와 MFI 65로 매수세가 유입되고 있으며, 유사 패턴 분석 결과 높은 확률로 반등이 예상되는 성장주입니다.', '클래시스는 MACD 골든크로스 및 상승세, RSI 중립, 볼린저 중간대 위치 등 기술적 지표가 긍정적이며, 유사 과거 패턴에서 높은 수익률을 보인 사례가 다수 존재하여 단기 상승 가능성이 높습니다. 다만, 최근 5일 수익률이 마이너스이고 추세 강도가 약한 점은 주의가 필요합니다. 현재까지 특별한 정책/이슈는 없으나, 미용 의료기기 섹터의 꾸준한 성장세와 해외 시장 확대 기대감은 긍정적인 요인입니다. 단기 과열 징후는 없으며, 테마 사이클은 중기 초입으로 판단됩니다. 손절선은 MA20 이탈 시 고려하는 것이 좋습니다.']"
7,030530,원익홀딩스,기타,2026-05-04,BUY,0.616,0.7,0.07,강한 상승 모멘텀 성장주,"['growth', 'theme']","['원익홀딩스는 강한 상승 추세와 MACD 골든크로스로 주가 모멘텀이 긍정적이며, 유사 패턴 분석 결과 평균적으로 양호한 수익률을 기대할 수 있습니다.', '원익홀딩스는 강한 상승 추세와 MACD 골든크로스를 보이며, 유사 패턴 분석 결과 긍정적인 단기 수익률을 기대할 수 있으나, 명확한 테마 부재로 인한 모멘텀 지속성 확인이 필요합니다. 손절선은 MA20 이탈 시 고려해야 합니다.']"
8,066570,LG전자,기타,2026-05-04,BUY,0.6075,0.675,0.07500000000000001,강한 상승 모멘텀 성장주,"['growth', 'theme']","['LG전자는 강한 상승 추세와 긍정적인 기술적 지표를 보이며, 유사 패턴 사례들이 단기적으로 높은 수익률을 기록한 경우가 많아 추가 상승 여력이 기대됩니다.', 'LG전자는 강한 상승 추세와 긍정적인 기술적 지표를 보이며, 유사 패턴 분석 결과 단기 상승 여력이 존재하나, 명확한 테마 부재로 인한 모멘텀 지속성 확인이 필요합니다. RSI가 70에 근접하여 단기 과열 가능성도 염두에 두어야 합니다.']"
9,100790,미래에셋벤처투자,기타,2026-05-04,BUY,0.595,0.7,0.08,강한 상승 추세 속 단기 조정 후 재상승 기대,"['theme', 'growth']","['미래에셋벤처투자는 강한 상승 추세와 MACD 골든크로스를 유지하며 RSI 64로 과열권은 아니지만, 거래량 급감과 5일 수익률 하락은 단기 조정 가능성을 시사합니다. 유사 패턴 분석 결과 평균 긍정적인 흐름을 보였으나, 거래량 회복 여부가 중요하며, 명확한 정책/이슈 부재로 인한 테마 지속성 리스크가 존재합니다. 다만, 볼린저 하단대 진입은 단기 반등 가능성을 높입니다.', '강한 상승 추세와 긍정적인 기술적 지표에도 불구하고 단기 급등에 따른 조정 가능성이 존재하나, 유사 패턴 분석 결과 높은 확률로 추가 상승 여력이 기대됩니다.']"
10,088980,맥쿼리인프라,기타,2026-05-04,BUY,0.595,0.7,0.01,저변동성 배당/가치주 반등 기대,"['dividend', 'value']","['맥쿼리인프라는 안정적인 배당 수익률과 방어적 특성을 보유하고 있으며, 현재 단기 하락 추세에도 불구하고 MACD 골든크로스와 볼린저 하단대 접근으로 기술적 반등 가능성이 높습니다. 유사 과거 패턴 분석 결과도 긍정적인 단기 수익률을 시사합니다.', '맥쿼리인프라는 안정적인 현금흐름을 바탕으로 한 대표적인 가치주로, 현재 단기 하락 추세에도 불구하고 MACD 골든크로스 및 볼린저밴드 하단대 진입으로 기술적 반등 가능성이 높으며, 유사 과거 패턴 분석 결과 긍정적인 수익률을 보였습니다.']"
